Invoice,Fingerprint,TransactionCopies,SourceSheetCount,RowsPerCopy,UniqueItemsPerCopy,InvoiceStart,InvoiceEnd,RedundantTransactionCopies,RedundantRows
537393,289ad5acbc16948277859696d48cc2edb740322e64c8986b7e474b8ec33a6611,2,2,34,34,2010-12-06 13:59:00,2010-12-06 13:59:00,1,34
537394,2cc1b312bb1f1c55fdcaeabae0315f747de8dd8cf4dea7d1f32779ce81d99f19,2,2,5,5,2010-12-06 14:00:00,2010-12-06 14:00:00,1,5
537395,176c7d9af0d11ce95fed2fa986338b86d6c6f56570c354d8cce4703696f748ea,2,2,49,49,2010-12-06 14:05:00,2010-12-06 14:05:00,1,49
537396,9ab71994c3bf27c1ca6e858d87b3ef11a284098b76b09664efde9864061d9f3f,2,2,29,28,2010-12-06 14:08:00,2010-12-06 14:08:00,1,29
537397,fa26784f4b0bd44673675d2ee3f5692272fcedb988f49410af5ef263bfee88f8,2,2,10,10,2010-12-06 14:19:00,2010-12-06 14:19:00,1,10
537399,705018a3fb4335dc84b4ede322d96550ce283a424b213ac0be06c3fd17686a91,2,2,57,50,2010-12-06 14:31:00,2010-12-06 14:31:00,1,57
537400,64af9742f1254fdbd1e2a2e3f3ae67cd1f4b1c7597a4f0eaf1ca29f573a45619,2,2,50,49,2010-12-06 14:36:00,2010-12-06 14:36:00,1,50
537403,da1782f59c4d34a769a401a7a4eea9bd1ead34783ea8388726c0e0becff7ab90,2,2,11,11,2010-12-06 14:43:00,2010-12-06 14:43:00,1,11
537404,168e9360e441bc569b09dfe04c68331567bf2033fd27abf0e2f51f163da838e8,2,2,11,11,2010-12-06 14:46:00,2010-12-06 14:46:00,1,11
537405,a298921cc4994904d146d66384d689820c929a5e9339cd92da6f6e403cafe1f2,2,2,46,45,2010-12-06 14:51:00,2010-12-06 14:51:00,1,46
537407,227f5e9ff6e143a73054a26db7bce81b575909d9795ae0d339ab1fa71539e6e1,2,2,6,6,2010-12-06 14:55:00,2010-12-06 14:55:00,1,6
537409,af74d9e672fffa90733ebc3b08329214bf4e0c9176fd8ac7603a1e205a2afec6,2,2,16,16,2010-12-06 15:00:00,2010-12-06 15:00:00,1,16
537410,fce9d87fbcf1f587733643016d961577413871332d8e1a559049b75fe61d97a5,2,2,1,1,2010-12-06 15:03:00,2010-12-06 15:03:00,1,1
537411,3b1294bac777f62aabd078e43d345e676f9cecf6511c99bfb803b99ae14aa876,2,2,3,3,2010-12-06 15:06:00,2010-12-06 15:06:00,1,3
537412,ad7b527ab0b2cf8e2306e4eba15ba7cbd50146d7a6ff1f64f5bb2a8451714d68,2,2,1,1,2010-12-06 15:06:00,2010-12-06 15:06:00,1,1
537415,55315d74713e48f535c69ea27f3c30c69bc034a932c09ed62ecc04e32d26fe4b,2,2,9,9,2010-12-06 15:09:00,2010-12-06 15:09:00,1,9
537418,4a8c9cd51da7545ee5af447062b64ab4654d02b55c8345b15f4fac9d34adad0f,2,2,35,33,2010-12-06 15:13:00,2010-12-06 15:13:00,1,35
537419,6842f166f1461bb1d045cffcea4126e45b5978f220d6e650d2b027997ef48ac5,2,2,14,14,2010-12-06 15:14:00,2010-12-06 15:14:00,1,14
537420,a34ecd8e73a9e55bfb867fea0d0a89e57c3c6e5fb45fb30e54bf955b75f79c56,2,2,18,18,2010-12-06 15:18:00,2010-12-06 15:18:00,1,18
537421,7b0798ab5d7ef985216ede1ed883c55e2fdcde386b729071dcc144178fa1eeb0,2,2,49,48,2010-12-06 15:25:00,2010-12-06 15:25:00,1,49
537422,c13c3d88a8d0d0ac3a92424e1b57082f9f29172e3cdfa6cb9406e0d89e9a7ada,2,2,29,27,2010-12-06 15:27:00,2010-12-06 15:27:00,1,29
537423,2854fa6700b01f8b4452833c5d59a960cc5d2ae6743ee629ae85fbbbbfdf5342,2,2,6,6,2010-12-06 15:34:00,2010-12-06 15:34:00,1,6
537424,17672da4e9546fd3fbf47d7ff8b4bfd9fadb3ac2c3296baabf654a17435fae96,2,2,3,3,2010-12-06 15:35:00,2010-12-06 15:35:00,1,3
537428,8563b946fbc4e94485c11edba67fe504f1c761ee6170308a559fc707e87c1005,2,2,22,22,2010-12-06 15:38:00,2010-12-06 15:38:00,1,22
537429,1499f0e89079ffd930d1ec94d5bef56f581340f92769f8759d86cdde993bd75f,2,2,21,20,2010-12-06 15:54:00,2010-12-06 15:54:00,1,21
537433,252d0d719bf640a8972f1919b76da71c2e39d9e207706de9eaf41acf671a86ef,2,2,4,4,2010-12-06 16:36:00,2010-12-06 16:36:00,1,4
537434,af4c6df04b0b5fd194a23f791392ca4d9b42c6edfb839bb426aec08a396a68cf,2,2,674,673,2010-12-06 16:57:00,2010-12-06 16:57:00,1,674
537435,cb0640cfb7a5c45a205e880f1c0fe7087c78323f240773b06cfe1dd68a3c27e3,2,2,13,13,2010-12-06 16:58:00,2010-12-06 16:58:00,1,13
537440,d06e2ecbf208d8e5551a7a3f34425b37276d43e48fe1784a832a1d918626bf19,2,2,16,16,2010-12-06 17:16:00,2010-12-06 17:16:00,1,16
537441,acd41944d1b426de586d39e1a7c7965c72c020ff9d6279e825d9073da3850b43,2,2,40,40,2010-12-06 17:26:00,2010-12-06 17:26:00,1,40
537442,d86eae61903a5644e9e384f5c5c5ea3cb909915807fdd19b041475a29c484592,2,2,2,2,2010-12-06 17:29:00,2010-12-06 17:29:00,1,2
537446,9e368503a31a25e78c8478e178fa99f0cf3f75a36fcbfd6c6580662ffa108fdf,2,2,28,28,2010-12-07 09:13:00,2010-12-07 09:13:00,1,28
537447,bbb0f2d9240c28aa99b0953097c2eeb76a516ce73e65cd78f3a9943ce7486e74,2,2,7,7,2010-12-07 09:21:00,2010-12-07 09:21:00,1,7
537448,02c3582d54197552635d1e9ed8b1339ea1516d76ee1e1f130f7c5a441dfd1f71,2,2,1,1,2010-12-07 09:23:00,2010-12-07 09:23:00,1,1
537456,bf4b5f22d3bde25e75228adf8f0783bc93d43aa18ad1a0ac7d6729f7b30efaca,2,2,2,2,2010-12-07 09:43:00,2010-12-07 09:43:00,1,2
537457,d1db9261e3ed420b1616142c80edf045d4013f85f529f4257c665f9d248ab887,2,2,19,19,2010-12-07 09:51:00,2010-12-07 09:51:00,1,19
537458,c24af16c0882b5b4f632cd3454df0531a04eb69d226f3ac6d270f45dcf4a0e35,2,2,13,13,2010-12-07 09:55:00,2010-12-07 09:55:00,1,13
537459,acc40ab64b20bdee764a385ed3cf3c1747be03d4476720ec678be1e6349d0b49,2,2,11,11,2010-12-07 09:57:00,2010-12-07 09:57:00,1,11
537460,02daee0da6c5a656250f6370b31d27b10dcd65e1a5ee5624683c084055c46182,2,2,1,1,2010-12-07 10:04:00,2010-12-07 10:04:00,1,1
537461,da386d27af7609826d94289a961ea9e25cbcdaf9b0b2f790ea393b5ce4d56dc5,2,2,1,1,2010-12-07 10:06:00,2010-12-07 10:06:00,1,1
537462,11104a97deb6e755efc2092c2592242a34a8855be81484037c6ff0fc58ccb221,2,2,12,12,2010-12-07 10:06:00,2010-12-07 10:06:00,1,12
537463,4cdb6db800296cf7d1c0699ca931b4494ce4d2498cf3969692345a3c91148b1c,2,2,40,40,2010-12-07 10:08:00,2010-12-07 10:08:00,1,40
537464,55fe77f564e8bcb7d21b01efe73f5b3b4462a06a29202ff5e2b1787daf138715,2,2,28,28,2010-12-07 10:14:00,2010-12-07 10:14:00,1,28
537465,d347b7c1c4a38ffb35dfd0a9bc3e2731ee450faa6286cf555e0cb5db14598db7,2,2,22,22,2010-12-07 10:32:00,2010-12-07 10:32:00,1,22
537467,dc4cc6a990d189c046028a81a1918c374d7a23493ab2847e1d43a9226cb2e7cd,2,2,18,18,2010-12-07 10:36:00,2010-12-07 10:36:00,1,18
537468,fabf6f1d8fa527034e82b82f05948cd73d72078610ab6de397b0e7dc82c1cc1d,2,2,19,19,2010-12-07 10:36:00,2010-12-07 10:36:00,1,19
537469,b0f3aa44e414ff44bd442397a5171f9cebb40ba1a3e3019c742cab7d821f7e5a,2,2,1,1,2010-12-07 10:43:00,2010-12-07 10:43:00,1,1
537470,bce433e25f7d0bc6f72086d173df7e08b4502765e9150e75c0b3e4f484be8a54,2,2,5,5,2010-12-07 10:47:00,2010-12-07 10:47:00,1,5
537471,547a2a2f85588e2ed5367915c0a97781d34e212f64de84a32b2dd0c47468484d,2,2,1,1,2010-12-07 10:51:00,2010-12-07 10:51:00,1,1
537472,6fe8410deb0cb00ab51b575fc19445427b3596294fa1ee4e48967d1e4ba72794,2,2,6,6,2010-12-07 11:11:00,2010-12-07 11:11:00,1,6
537476,aff0419f5161af5d117bfb56428158cb5292b4b94d3844978d51098e1c0621fe,2,2,3,3,2010-12-07 11:26:00,2010-12-07 11:26:00,1,3
537484,038b79cb483e50e067222a6bc48f734f13c2546b784eaf85f38646ec8ec1396a,2,2,28,28,2010-12-07 11:30:00,2010-12-07 11:30:00,1,28
537489,8a333258f1bbf0aa8e05b9ffcf1dcce981a9a800049a80d0ff013b8235e04edc,2,2,21,21,2010-12-07 11:33:00,2010-12-07 11:33:00,1,21
537509,0acf1a10744d5dbbab3dc28d1270bf843f0f3c57ae6ee18da2fe23f47a2c603c,2,2,2,2,2010-12-07 11:41:00,2010-12-07 11:41:00,1,2
537523,3936c82898f3c6cadea14061b12cf95b03be74964e2d46e1991d71acfe121b2f,2,2,9,9,2010-12-07 11:45:00,2010-12-07 11:45:00,1,9
537538,f2b00037fa3df9fc992c60725ddced25b0154d930f10d52b45a12fd216883b67,2,2,12,12,2010-12-07 11:49:00,2010-12-07 11:49:00,1,12
537567,51dbd09eafae60faa2012176e091ccb327077c3e92440011e46cb1f11f90b927,2,2,29,29,2010-12-07 11:59:00,2010-12-07 11:59:00,1,29
537592,871ec972401f3488c1e9ba6ef289079ac4b4e6806c0b6934b073d76082fa8bf7,2,2,5,5,2010-12-07 12:18:00,2010-12-07 12:18:00,1,5
537593,5c77eaac9b604706f5b529ce01010fa37a86e56cb9d4453ca3986ab001faf122,2,2,13,13,2010-12-07 12:21:00,2010-12-07 12:21:00,1,13
537594,c21c67cadec53bbb705c4d9a346ad6c4f8f140adf60447bd79fb8f4d599b28f7,2,2,16,16,2010-12-07 12:28:00,2010-12-07 12:28:00,1,16
537595,54642cf23ca288af541ca88234d40f36468ba7595522e16afda84a55489d892a,2,2,23,23,2010-12-07 12:29:00,2010-12-07 12:29:00,1,23
537598,3dce552e93df49cae6358d3eebfb0ae7dc66b93ab1d4f6a708c26e8e9e44fb87,2,2,14,14,2010-12-07 12:37:00,2010-12-07 12:37:00,1,14
537599,a4d34b3063b33b3e92dde72375de2af551582aeea35942422c14e05c5ae233a5,2,2,1,1,2010-12-07 12:37:00,2010-12-07 12:37:00,1,1
537601,5ef0706fb62f6e98024b8f3805d8653116b9b7025e8512b9850e0da8272ab52a,2,2,9,9,2010-12-07 12:43:00,2010-12-07 12:43:00,1,9
537603,e182c90f217e0c7ad253ee40ccd5e4c37e782c695b0d5a8870ec23280f161562,2,2,15,15,2010-12-07 12:49:00,2010-12-07 12:49:00,1,15
537604,b2d0853c92544939e630392bdc08e86e0b465fc7c74b5f7b24ba5b8e902595a9,2,2,45,45,2010-12-07 13:01:00,2010-12-07 13:01:00,1,45
537605,72ece11373496c28ad9f99b939d92a3c0c30f45d5566c9acd5bc51e2737903ec,2,2,12,12,2010-12-07 13:13:00,2010-12-07 13:13:00,1,12
537606,dafc0fc0ea4e1108a9ba543e65f2ba614547b133a0aea2256bc91aa05d83b138,2,2,31,30,2010-12-07 13:16:00,2010-12-07 13:16:00,1,31
537607,bb58222b98f7dab135e97ca09082946b8eff8ab17b1162d1c11087c054c362fb,2,2,16,16,2010-12-07 13:18:00,2010-12-07 13:18:00,1,16
537608,07f4b53f1613a33675a76e60e359fffeaf899495cda85d228c994ed709a01b02,2,2,47,46,2010-12-07 13:20:00,2010-12-07 13:20:00,1,47
537609,7207c959dc77ca631e3b1368202bb1b4cb1f758fd42c3fde25be28fdf25a2e74,2,2,12,12,2010-12-07 13:22:00,2010-12-07 13:22:00,1,12
537612,426b1858be4b44d3d6ccb7bc7c226a99e946b02f615dbcb813dc1e6d755534a2,2,2,10,10,2010-12-07 13:28:00,2010-12-07 13:28:00,1,10
537614,235e750f1887009dec859e3531b5f595dc42ea5a3a882b47f947cc7cc0eff79f,2,2,30,30,2010-12-07 13:29:00,2010-12-07 13:29:00,1,30
537615,797d0787f0af426753aa12dc16e8fc6ec4d01cb51b0bfe731eab8fb9051580b6,2,2,5,5,2010-12-07 13:30:00,2010-12-07 13:30:00,1,5
537616,f6070848d7745e4f63315b60fc6a33f782335f1ffc0c96c1bb74a3da96fe1ecd,2,2,1,1,2010-12-07 13:30:00,2010-12-07 13:30:00,1,1
537617,23e4bd65d31f4fefe7815e3925a1211febcfbf05200bb9a347f995200216ad18,2,2,8,8,2010-12-07 13:45:00,2010-12-07 13:45:00,1,8
537618,9072dd4f4a957f857054494dfc54c7693f042ed1d0a55dcacc36e70ee1df99d8,2,2,16,16,2010-12-07 13:50:00,2010-12-07 13:50:00,1,16
537619,428bf56428d5de0c0446e562170aebab7c5063d1355338c06e2afbfc417f219d,2,2,7,7,2010-12-07 13:53:00,2010-12-07 13:53:00,1,7
537620,2f00e1053fbf5fab77c45605a8977e60af994c7a075f1a58c226af623c266019,2,2,6,6,2010-12-07 14:00:00,2010-12-07 14:00:00,1,6
537621,9583bc7c600eadb0c90b203b463543cb068e9eac81fcbbf8c51d794b54b7a28f,2,2,4,4,2010-12-07 14:29:00,2010-12-07 14:29:00,1,4
537622,e184fa95a94c7e6d99dcff1de483372d3a66c3cb8981c67199801b34a7c3f97e,2,2,23,23,2010-12-07 14:30:00,2010-12-07 14:30:00,1,23
537623,e96e425511bd6a556439c0226a6c870bd142b25a2bace98406ff600b59853c64,2,2,44,44,2010-12-07 14:31:00,2010-12-07 14:31:00,1,44
537624,1e82603288467fe1964cd46d1aab061f505f2f7ed38dfad27e0a4ef874a29037,2,2,57,53,2010-12-07 14:41:00,2010-12-07 14:41:00,1,57
537625,be21815910e8cacf08638448f867bf2995be1b97e35c5bae882bd84d13ad7f62,2,2,6,6,2010-12-07 14:57:00,2010-12-07 14:57:00,1,6
537626,3f5d8d99f001fd28eb7fb559477e9e4b980919aca38a8e5082216f292231d32a,2,2,31,31,2010-12-07 14:57:00,2010-12-07 14:57:00,1,31
537627,9b46476d86a3a750e61282c2a455986795404704775f5c529b5c02604aab9cbb,2,2,12,12,2010-12-07 14:58:00,2010-12-07 14:58:00,1,12
537628,f87581492b218c4b7b5c7316ca45907bfb46373fe9e60d5d437f0832d45a47fe,2,2,16,16,2010-12-07 15:02:00,2010-12-07 15:02:00,1,16
537629,88ebfbfdaa2242ab656bd29c0ba26a9a29cb641036eb5dc3763550d435abe6bb,2,2,18,18,2010-12-07 15:03:00,2010-12-07 15:03:00,1,18
537631,2be42bb233ea9adbb9e857d45a74b98e1d0cb331333941f97ca5c91ef904c32c,2,2,1,1,2010-12-07 15:04:00,2010-12-07 15:04:00,1,1
537633,400c4779f001aa340e8175b03d1b7368a7e4f2ed89c443c1656d320c934a8a61,2,2,5,5,2010-12-07 15:14:00,2010-12-07 15:14:00,1,5
537634,13e9c8947e99595b24618c533e3564a61680e3de1d99210a5fd9f7fb4381638c,2,2,18,18,2010-12-07 15:15:00,2010-12-07 15:15:00,1,18
537635,c8e50117960cc6b6d1e235e3bd5af2696d80506049cf83eb44678a2933ac5acb,2,2,2,2,2010-12-07 15:18:00,2010-12-07 15:18:00,1,2
537636,4d35826d0aeb4b9993885a48395f0d3701ef34296cf3d297d9fc0efd8d97b242,2,2,3,3,2010-12-07 15:20:00,2010-12-07 15:20:00,1,3
537637,9161ea23dc2e0134d36fd91e0d8e7dd181d1be63f417e2a142a2b5538c135ba5,2,2,4,4,2010-12-07 15:22:00,2010-12-07 15:22:00,1,4
537638,aef4210b4c74ab777be0a16ca50c102428cd7ba5f8646caca8f07316855b230f,2,2,600,600,2010-12-07 15:28:00,2010-12-07 15:28:00,1,600
537640,29dcf09caf913f044e641eb4c474a548d8da797451669984c1b4a2388da61148,2,2,148,148,2010-12-07 15:31:00,2010-12-07 15:31:00,1,148
537641,3270450f889e798c21644b5f9e1149e279b9be92fcfb98e071ee43792e2d2d7c,2,2,78,78,2010-12-07 15:32:00,2010-12-07 15:32:00,1,78
537642,0340810184166a7c42c87662266f0281faf6d38c766296febf3347621ca1bc04,2,2,121,121,2010-12-07 15:33:00,2010-12-07 15:33:00,1,121
537643,13cee4996c0e12ec8b1b914455b4cb431298ec9165f48c3172e175bdfd846ecf,2,2,122,122,2010-12-07 15:34:00,2010-12-07 15:34:00,1,122
537645,ff91dbdf8258cedd274f6d49231af855e5f516f59267da5f94dc932f4e18a38b,2,2,106,106,2010-12-07 15:34:00,2010-12-07 15:34:00,1,106
537646,b454091dd134ebab38f5d72a099aeca46b9c93ecaefd04e0c9090f6077e3cbed,2,2,71,67,2010-12-07 15:39:00,2010-12-07 15:39:00,1,71
537648,d07870e3b93385e419b265042ba376bf7ad0244a962a3640a93ec0f214c59f6d,2,2,22,22,2010-12-07 15:48:00,2010-12-07 15:48:00,1,22
537649,8f2ed22ec36974862da9ef6b153ab945842b90f5ceb6615c2f910fad707e22ef,2,2,7,7,2010-12-07 15:48:00,2010-12-07 15:48:00,1,7
537650,b9529440c6240c9bc22907c5a018f100e7a46ba80e31377bcf2d6d77660a7285,2,2,13,13,2010-12-07 15:48:00,2010-12-07 15:48:00,1,13
537653,d008bfacad24cd64032f66d6b7ab7b390873d2f74b319cb4f1b9cb0c720e212f,2,2,34,34,2010-12-07 15:54:00,2010-12-07 15:54:00,1,34
537654,548da6b2ce92cd29bdb4f2887d52a2f48fc332b7f86de81bd132d90075b776b7,2,2,21,21,2010-12-07 15:59:00,2010-12-07 15:59:00,1,21
537655,a2ec4d3968062b2cc0145c83962eb41e84fa19da893a5cdb738d626fb5a31611,2,2,8,8,2010-12-07 16:20:00,2010-12-07 16:20:00,1,8
537657,29bca6b3b8c60557a1abb5cdf2f2a2878aaffa3ff971de435617b9100f92cd4e,2,2,5,5,2010-12-07 16:42:00,2010-12-07 16:42:00,1,5
537658,8252ec9a9d567fd478ce2acbbef5c3ece103a86e02f887604e2e6c01d7c30bdb,2,2,3,3,2010-12-07 16:43:00,2010-12-07 16:43:00,1,3
537659,3114fbeceebef19b7d61dd09e0495b4b84f196d5fab6b0402859fe0add3bdd1b,2,2,9,9,2010-12-07 16:43:00,2010-12-07 16:43:00,1,9
537664,61610b678e034f2930ad9b6fce20279345aa22b1a0dd243852221e42fdf3f83b,2,2,1,1,2010-12-07 17:05:00,2010-12-07 17:05:00,1,1
537665,9e937bc9580c582f41350f0c3b85c8fe044ee770a9d100e2e853aabe907a0f74,2,2,6,6,2010-12-07 17:19:00,2010-12-07 17:19:00,1,6
537666,b6c01dcc078335b7c6a21ceaacac3d736764f9a59177408efaf69d52793ef418,2,2,535,535,2010-12-07 18:36:00,2010-12-07 18:36:00,1,535
537667,2dd26883c27d831fcba47804d0debf8103f1a28dd9315905be40ae517b19144a,2,2,1,1,2010-12-08 08:12:00,2010-12-08 08:12:00,1,1
537668,6e8223f726ae8616335fbd4bb45048143aad20291199247f8f6c21ceb0e05162,2,2,2,2,2010-12-08 08:43:00,2010-12-08 08:43:00,1,2
537669,2632a2507ea7f2dd42d0c48273881c7f258c8fb22aea414e37ea85ae2aed57a6,2,2,9,9,2010-12-08 08:58:00,2010-12-08 08:58:00,1,9
537670,f077df6eea72b6edaefcd7e276db640869ecedea2e70f1ad681bde811cc00b3d,2,2,10,10,2010-12-08 09:07:00,2010-12-08 09:07:00,1,10
537671,40671554b845849427496e3d63a509985b411e080283c2f143a784a0de672a9d,2,2,15,15,2010-12-08 09:20:00,2010-12-08 09:20:00,1,15
537672,69e1a65b1ce85afeff9a1c69191b6950b32dda28b09d235ae31fcc70e573bc91,2,2,18,18,2010-12-08 09:30:00,2010-12-08 09:30:00,1,18
537673,54916833ac82cd068b143df237adbe9bf719a7d4f98f5d64eb92e04cc5344a2d,2,2,6,6,2010-12-08 09:49:00,2010-12-08 09:49:00,1,6
537674,b1a0d6d035f6738dea15cf7a419f75bd09e4dc5245959a801a3b0e629b40e9e2,2,2,19,19,2010-12-08 09:51:00,2010-12-08 09:51:00,1,19
537675,6bc826a411c1735d41e7dc360755ba1bec6f446137ff3ffab0f1b803aa6801e3,2,2,1,1,2010-12-08 09:53:00,2010-12-08 09:53:00,1,1
537676,68c68ba358189e8cc114fcc39281bfdc80babff6bb0cf81ee7994272a6e89564,2,2,8,8,2010-12-08 09:53:00,2010-12-08 09:53:00,1,8
537678,ed7c587658810ba2f3a5373f9a0aea0d5170a84967d0a30987c3cc31c6f2a47f,2,2,9,9,2010-12-08 09:56:00,2010-12-08 09:56:00,1,9
537679,afcfa9a6eccb541eb1ec6545651b30f41010949d0bd00b3c7916c406c24826de,2,2,5,5,2010-12-08 10:05:00,2010-12-08 10:05:00,1,5
537680,919c5ba830f96ace991f70b82e49bcf8143f3ab6d4afd50d7f5b78d0516ef78a,2,2,13,13,2010-12-08 10:11:00,2010-12-08 10:11:00,1,13
537681,230556d4364ed20016b96048871034574273e2f079ade0c32c81e0a4a3e5e650,2,2,7,7,2010-12-08 10:11:00,2010-12-08 10:11:00,1,7
537682,a0bde7ef76bc7ce98cef6acfdb6806d891541f3c8c2ab34c1c5a569a6ca3aea8,2,2,4,4,2010-12-08 10:13:00,2010-12-08 10:13:00,1,4
537683,d23cab1947ed4fa1682188a8461495ede5e3df94f274b2ef6fa63d042ba3540e,2,2,20,20,2010-12-08 10:14:00,2010-12-08 10:14:00,1,20
537685,76cb482296cb385f203543d9e3a5c6b173b8045733c70567c6c4b9cf30ebcada,2,2,19,19,2010-12-08 10:21:00,2010-12-08 10:21:00,1,19
537686,aa39e243f5aca1571f0a38612243b2886b07c0a113a1f35fccdc459fd44452af,2,2,3,3,2010-12-08 10:21:00,2010-12-08 10:21:00,1,3
537688,82d607379baef48ab334e66138a4fea49c2fa9d49b7decc15d81feeb1a4129cb,2,2,19,19,2010-12-08 10:35:00,2010-12-08 10:35:00,1,19
537689,5617156fc5963275081d7f808f75c811811a08d43d566bb6d9ab1ee7873d02a7,2,2,17,17,2010-12-08 10:36:00,2010-12-08 10:36:00,1,17
537690,added1c84b71beeda3f97600788ecd86401f35626c5a681409a0b7b553ac2d7e,2,2,15,15,2010-12-08 10:38:00,2010-12-08 10:38:00,1,15
537691,9f78a0c69297a189a1686853e8a212fd146d115aa905238f3dd0e845639181f0,2,2,20,20,2010-12-08 10:39:00,2010-12-08 10:39:00,1,20
537692,0b70ba8f3c68fe1bc907f50bfe44301cb1cebf43808d397ad277676b333a0fd0,2,2,50,49,2010-12-08 10:40:00,2010-12-08 10:40:00,1,50
537693,06a96d00db22a44dd1c4f84b9cc6b6e6cb48793da68efc00c7b22057a3fb21dc,2,2,10,10,2010-12-08 10:45:00,2010-12-08 10:45:00,1,10
537694,230e767e4bd2b6d2301b1eb45be22b176553a054c89fa70755dcfd9031921edb,2,2,14,14,2010-12-08 10:46:00,2010-12-08 10:46:00,1,14
537698,0382d411df59808953227db6bda3a50c67ebcb359be1fc1f9c45fab7adb735a3,2,2,4,4,2010-12-08 10:51:00,2010-12-08 10:51:00,1,4
537700,dccb3b9519d7062187fb311f87aeea3856ce6dd377b351e6a2f63cf044ad0c68,2,2,3,3,2010-12-08 10:51:00,2010-12-08 10:51:00,1,3
537707,053a5157a846ae65f112f2cf2200a0fa216d875cb1de5cf37f244e9699f507c9,2,2,14,14,2010-12-08 10:53:00,2010-12-08 10:53:00,1,14
537738,ffc94ac3bc6ca1c2dc3c999bc32d1213c70979e7650f157a39c11b66b2fe0fab,2,2,17,17,2010-12-08 11:02:00,2010-12-08 11:02:00,1,17
537743,4d8b117a283b1c8d7af08b2ecdaa7f38cb0a214f84ae01f1bd767ceffeffef5c,2,2,9,9,2010-12-08 11:02:00,2010-12-08 11:02:00,1,9
537751,0bb2a29d4af2efd7676c8b0c5ee839d8862b6f2fbb4472821b0ef1e1d401f40e,2,2,2,2,2010-12-08 11:04:00,2010-12-08 11:04:00,1,2
537754,b698ca07b066f1a76539163dd56893deb5422bd61d970a036a4de78c1b3f5d11,2,2,22,21,2010-12-08 11:16:00,2010-12-08 11:16:00,1,22
537755,00b94824905545f63f40a210716a6c2a5c1c8ae02fcc1e908d4df21a4e511f76,2,2,9,9,2010-12-08 11:31:00,2010-12-08 11:31:00,1,9
537757,d85e89cd580ae37f80e80e25c338b28ac5b2a9074b6611db77b0ebae6e7d417c,2,2,8,8,2010-12-08 11:38:00,2010-12-08 11:38:00,1,8
537758,48690fd4d4f47e2e9a821fdbadfed2d761f0bacb946f543ed59c8ff2c5ebbb92,2,2,10,10,2010-12-08 11:41:00,2010-12-08 11:41:00,1,10
537759,6c7e59589f71a5c6ba5e6e7fe413aa9046394ecf14cb1e07c0f856659eef3308,2,2,12,12,2010-12-08 11:42:00,2010-12-08 11:42:00,1,12
537760,e3f4a3c353361acbf645ef7015e5c14c973d8d6d9edfba01ab9e4f78066d0e49,2,2,4,4,2010-12-08 11:42:00,2010-12-08 11:42:00,1,4
537761,424d1ed57e11930ca65fdf95b8eb5591d4dcd95ee03300762020ad8902283649,2,2,1,1,2010-12-08 11:43:00,2010-12-08 11:43:00,1,1
537762,0ee7fde254d127c1850ac1290c4bb4bd4d8189e631e34ae33fbbe28b502f08d3,2,2,27,27,2010-12-08 12:01:00,2010-12-08 12:01:00,1,27
537764,6880ad48aba09c708409e89a61c88e76d154f34128f12433d739b7b251d4e864,2,2,45,44,2010-12-08 12:06:00,2010-12-08 12:06:00,1,45
537765,aff2caf866dec6f34732a5f56e2f5423814646bcd69c635883727c605865dd2a,2,2,38,38,2010-12-08 12:08:00,2010-12-08 12:08:00,1,38
537766,338764e162dd3d28c1946cba942b8a8f7d9585f6d7d5ea0fe3b2957f00a93235,2,2,4,4,2010-12-08 12:08:00,2010-12-08 12:08:00,1,4
537767,39b2eee6fb5f30d825c833a8089e16f23be0d5c19e02c1c7756b526e309a9abe,2,2,1,1,2010-12-08 12:09:00,2010-12-08 12:09:00,1,1
537768,a4ee206da2ef74417477b2e0b4f56be82e2700384f9503695efeebd221a896a0,2,2,2,2,2010-12-08 12:11:00,2010-12-08 12:11:00,1,2
537769,4e05846e06388d274e35b15b9e0e7972ff458997d02b95dad871f154658b12da,2,2,49,45,2010-12-08 12:17:00,2010-12-08 12:17:00,1,49
537770,cd53edd3a89bbbae55d18dac711a39c4964ffafeb241bc7bc58749fd4f089f2e,2,2,15,15,2010-12-08 12:24:00,2010-12-08 12:24:00,1,15
537771,5a1ce9cccfcb9e68305aae0a44adca98efb71e996d0cd9dfaa5d7577ae0e532b,2,2,9,9,2010-12-08 12:29:00,2010-12-08 12:29:00,1,9
537772,46d502440fbda374993b3389ddadc8a56decd0e8dcb411483031b8a9cbf940b8,2,2,62,59,2010-12-08 12:35:00,2010-12-08 12:35:00,1,62
537773,89cd9330a51b3df528beb3362acfd50224f90bdb085a49a687e606afdff2ff04,2,2,66,59,2010-12-08 12:36:00,2010-12-08 12:36:00,1,66
537774,116d94e2483a11bb5e8848f5cd1936e33ec4908267112516f72a964f919fda73,2,2,4,4,2010-12-08 12:40:00,2010-12-08 12:40:00,1,4
537775,645e736402950e4dd2f0523c7a0c986cefa6e48163018662f355560d1e693a7d,2,2,45,45,2010-12-08 12:41:00,2010-12-08 12:41:00,1,45
537780,d07d0714ec5702f7981a9ca6dd317ab9cbb0916200b378aa8d8de3c4e71ad38a,2,2,6,6,2010-12-08 12:45:00,2010-12-08 12:45:00,1,6
